Matrix_1_1,Matrix_1_2,Matrix_1_3,Matrix_1_4,Matrix_2_1,Matrix_2_2,Matrix_2_3,Matrix_2_4,Matrix_3_1,Matrix_3_2,Matrix_3_3,Matrix_3_4
0.9999206181621552,-0.012561884021296477,0.000977979574902617,-0.004837673435158613,0.012577264731756393,0.9997634415970703,-0.01774466843445366,0.09343749249608595,-0.0007548417587463501,0.017755560138077185,0.9998420726785318,0.045208048988094045
0.9858967120496527,-0.03153224772109181,0.16435750826579243,-0.88104760606637,0.03869149796746456,0.9984284853788963,-0.040540443621607844,0.25626521778362615,-0.1628208867274651,0.04632792826858091,0.9855673908503788,0.43305281154586045
0.9688851998599104,0.041021354319607344,0.24408752115216092,-1.2966927490681497,-0.022623232708310563,0.9967194744049844,-0.07770764881063645,0.46586766369639326,-0.24647445878680208,0.06976774205631721,0.9666347828079208,0.5507506171445323
0.9539191512253581,0.05613290256470026,0.2947666028829492,-1.5749571681145769,-0.027973266732780402,0.9947044584609299,-0.09889659582738353,0.5627953968393938,-0.29875700707061104,0.0860937719443747,0.9504378533910572,0.7439234037147544
0.9003172050328124,0.005742753158602615,0.4351964511666704,-2.5538865960059898,0.027532698771282803,0.9971587534353232,-0.07011683781861591,0.35154090942712557,-0.43436261443668767,0.07510952824689851,0.89760106837406,0.37158590389595536
0.8302036640008028,0.15186733314503814,0.536375045470104,-3.1361498582546066,-0.07075130613500694,0.9831004509008596,-0.16884240023974145,0.9623761747356506,-0.552952194099845,0.10222434427248978,0.8269184085979866,0.9833722972339851
0.8076438975876672,0.05973832949452054,0.586636741671203,-3.3701621569768596,0.0019667621333475487,0.9945766765599207,-0.10398733716050998,0.5477085306521201,-0.5896672506898382,0.08513851321362645,0.8031462924222837,1.2930227757052593
0.7171934840866577,0.00704713667550607,0.6968384635253121,-4.092916401313742,0.07104457547989335,0.9939995275763824,-0.08317215563402407,0.43976658578737193,-0.6932432290895619,0.1091571208973804,0.7123893235295374,2.000857411805079
0.6329796162326913,0.029154834804677406,0.7736192868856274,-4.490457168118545,0.06656463678724939,0.9935403178204854,-0.09190639800661551,0.48147575795717035,-0.7713014680157794,0.10967056338270917,0.6269500880963513,2.35154887674588
0.5521109620661414,0.023181215467602215,0.8334483288217958,-4.883843928691063,0.0797988964813759,0.9935554592063195,-0.08049649434400372,0.40615178635702626,-0.8299431436470539,0.11095125384944585,0.5467030250350564,2.952840393667993
0.49844418726090356,0.019392409900368286,0.8667048670822574,-5.086119686613732,0.08961444460289297,0.9932414332368247,-0.07376114573522596,0.3641276850316755,-0.8622775907469312,0.11443508963562843,0.493337578900851,3.496986551009455
0.3704533646004713,0.040389372973410706,0.9279725228728515,-5.427411108517542,0.09367525213090495,0.9923360059088194,-0.08058659016947389,0.35924943239470425,-0.9241153887877864,0.1167816335206272,0.3638307275064219,3.9699082395324945
0.24206351389334962,0.01837603913292611,0.9700863757559887,-5.683888441470724,0.095721160298848,0.9944909095373038,-0.042723416514932604,0.16071063816828032,-0.9655271693290907,0.10319957380460124,0.23897098831009234,4.666882659229056
0.12136465813954765,0.0011077436454503126,0.9926073708464425,-5.796882244873449,0.09781097581798469,0.9951191861184004,-0.013069752430178723,0.006433845586926762,-0.9877771169470391,0.09867410158227188,0.12066395034444688,5.335797985244226
-0.053496929626547576,0.009032644431570688,0.9985271602991602,-5.850422799922471,0.0969879249810766,0.9952782770715235,-0.003807045758051235,-0.08140804326967396,-0.9938467794023368,0.0966414120556589,-0.054120389387836754,6.236844329086239
-0.20477090962251915,0.01133273527595495,0.9787443198729333,-5.74389220771988,0.0924387406786215,0.9956877365200493,0.007810926022658801,-0.11172468380769651,-0.9744351973292613,0.09207334280206192,-0.20493546728455111,7.210655453549772
-0.26704294602596684,0.006623579788881909,0.9636618666153357,-5.624924058964353,0.12275701273138236,0.9920639822539654,0.027198730479041353,-0.33364635463674325,-0.9558340759792151,0.1255594811441359,-0.26573677933582246,7.3899578258619005
-0.3572725962611814,0.0027692767200587914,0.9339960508841794,-5.462909213786245,0.08871300729025801,0.9955752486498262,0.030982682475135345,-0.2647093939902997,-0.9297775509756694,0.0939268618781878,-0.35593742472435,7.983276102033197
-0.4779130338670258,-0.017420716240738945,0.8782343939437095,-5.165812020895938,0.06766339567300804,0.9961026192331652,0.05657947368813132,-0.39045824552020897,-0.8757972350641517,0.08646438921595204,-0.4748716799847085,8.900039635642619
-0.5758087109340976,-0.02548539865450174,0.8171871406647524,-4.847235122267491,0.059071855608861565,0.9956049138724626,0.07267304416309674,-0.5098381413228364,-0.8154476343011479,0.09011853265797619,-0.5717725122671032,9.27533120473612
-0.6554716219386895,-0.03275439986025406,0.7545091796147071,-4.500161483763421,0.04180347537114378,0.9959537730361331,0.07955219306835046,-0.494669663404592,-0.7540619485691861,0.08368531092661674,-0.6514501872400971,9.860529376392284
-0.7084502669712462,-0.031051571186565045,0.7050773143104349,-4.207979002843015,0.03395017600650191,0.9963756768045835,0.07799292417480164,-0.4287446976815334,-0.7049436890826796,0.07919160687253732,-0.7048284079288009,10.143734034387176
-0.7710132668967525,-0.031566624321155055,0.6360362336362325,-3.763682909697858,0.03023658914247643,0.9958295939426998,0.08607652702651697,-0.5581488014087763,-0.6361008496663293,0.08559771058202836,-0.7668433614480138,10.465423897429744
-0.8295475215537459,-0.0380150701182391,0.5571407038872163,-3.2707767257745948,0.016972812740382322,0.9955030050593764,0.09319705223573296,-0.6085175997407465,-0.558178137436175,0.08676762853538977,-0.825171827879883,10.810900621676112
