,x,y,z,r,g,b,inlinear_idx
0,0.22334983080033186,-0.6730845469354405,9.441549306285214,190.0,209.0,205.0,0.0
1,0.3768812840972333,-0.6462579445730632,9.461150829585055,196.0,209.0,199.0,1.0
2,0.05883083225588525,-0.33570357567156395,9.377030733414594,46.0,51.0,44.0,2.0
3,0.0016821205962880583,-0.3038237323391288,9.364317219354644,162.0,178.0,165.0,3.0
4,0.22312308472461748,-0.6033162373798847,9.415222552114328,165.0,184.0,164.0,5.0
5,0.3050160678411085,0.034103713099734395,9.45678023806261,142.0,172.0,183.0,6.0
6,-0.035450369632012604,-0.29882193521852035,9.370821375652922,163.0,176.0,167.0,7.0
7,0.058830559548563144,-0.3357036513567439,9.37703635310408,46.0,51.0,44.0,8.0
8,0.45349138812862766,-0.08439601907327804,9.454222682099873,153.0,172.0,170.0,9.0
9,-1.1666078520007497,2.4604936400210766,8.143059975658783,102.0,140.0,161.0,12.0
10,-0.6839314653565598,1.7939092573745345,8.274095763433905,167.0,188.0,191.0,13.0
11,-0.5646176121751671,1.7071799471097573,8.323663917908995,162.0,182.0,191.0,14.0
12,0.09553930169949729,-0.7070531529110117,9.429805816665706,205.0,221.0,211.0,17.0
13,-0.40490914679100776,1.6969238453601543,8.365566321314557,51.0,68.0,86.0,18.0
14,-0.35454028799173176,1.9672156418214206,8.360454906636777,17.0,30.0,49.0,19.0
15,-0.05396050623105486,-0.6239292899320169,9.417561529989976,202.0,215.0,208.0,20.0
16,0.46760098390554494,-0.11809224801194969,9.457537706923091,54.0,57.0,74.0,21.0
17,-0.03033652410775741,-0.25568572231001235,9.388574229335516,124.0,135.0,127.0,22.0
18,0.17001616080340626,-0.2060411592327284,9.369503123733196,162.0,183.0,178.0,24.0
19,-1.0108869325031917,2.3381700877596288,7.973969976809374,101.0,125.0,149.0,25.0
20,-1.9920266955135963,1.2388074938545268,10.209435314172278,163.0,128.0,86.0,28.0
21,0.3383684773275157,0.14000139180420085,9.520016077206993,121.0,152.0,172.0,30.0
22,0.00124385821359792,-0.017748444180226735,9.394416785010257,155.0,178.0,184.0,31.0
23,-0.6243669533250857,1.8734613604504264,8.272581532926731,62.0,84.0,131.0,32.0
