Matrix_1_1,Matrix_1_2,Matrix_1_3,Matrix_1_4,Matrix_2_1,Matrix_2_2,Matrix_2_3,Matrix_2_4,Matrix_3_1,Matrix_3_2,Matrix_3_3,Matrix_3_4
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.994521574418046,-0.01495427175205006,0.10345630852402005,-0.9719504101847216,0.014191837787703145,0.9998664670844932,0.008101835605673978,0.009644761024784065,-0.10356365075285291,-0.006589215153543868,0.9946010016516177,0.23498803953930641
0.983929177045229,-0.01942669481788939,0.177499234047787,-1.6414086031448905,0.016948621800428665,0.9997367272301839,0.015466752928356864,0.03087546330062607,-0.17775297122176192,-0.01220982209261838,0.9839993909887862,0.2827936469662182
0.9315236759229784,-0.04353935119138086,0.36106504413024476,-3.210178188591891,0.03965011354122833,0.9990482889953792,0.01817648897815244,-0.13348100186721118,-0.36151280709140804,-0.0026155598327692875,0.9323634748077873,0.6635943543601988
0.8495461837606544,-0.05580637924325091,0.5245540293367945,-4.71837511947215,0.045710805892062334,0.9984359240064633,0.032190493597606396,-0.2540136351975427,-0.5255300218659313,-0.003369523574305089,0.8507683835383608,1.43357331586171
0.6311984694655867,-0.0687585085899204,0.7725676408191007,-6.887181979201099,0.05564386500840687,0.9975106167909739,0.04331662124655159,-0.3229358111879876,-0.7736228101802759,0.015647264482357582,0.633453163764293,3.170290370712272
0.2622984984643428,-0.08990331760812328,0.9607897226690159,-8.595502128059152,0.04465356488493383,0.9957149044160003,0.08098078949295642,-0.6234002007539772,-0.9639530885091963,0.021661546733518888,0.26518902795306865,5.335279619407243
0.06732405244543926,-0.10878857576239624,0.9917824951802251,-8.95345718834018,0.004871408909846595,0.9940617984945983,0.10870791208057348,-0.7788316423156573,-0.9977192698036642,-0.0024872790904958697,0.06745422229311643,7.493737813489217
0.1929363605717065,-0.0858860283890796,0.9774452163149066,-8.91927220461852,0.03891740425223205,0.9960477946492948,0.0798387526239263,-0.6654909650512468,-0.9804391854753729,0.022635832253892485,0.195516297741546,5.965322771771033
0.4303213607538461,-0.09871172454535024,0.8972622369832808,-7.973214975839282,0.05150370202553389,0.9950684664951597,0.08477096003134615,-0.7096270998967515,-0.9012052458550288,0.009733572019252151,0.4332832357928502,4.027324402245924
0.7245606778062725,-0.057332434959707135,0.6868222594518218,-6.102018187421392,0.027152664890125522,0.9981349694808113,0.054674632956281055,-0.4548475065726736,-0.6886759448145982,-0.020966034463637984,0.7247660784229558,2.8390862342766656
0.8992038552891801,-0.03342897051680871,0.4362509949137781,-3.8423586381474806,0.014749492727455807,0.9988262661118457,0.04613613106179171,-0.3380476439762266,-0.4372812357023312,-0.03505130604206408,0.8986414896093924,1.1331994068337963
0.9626569277189779,-0.003610961105062621,0.27070020405340783,-2.422946554246064,-0.004828614475667473,0.9995229703299376,0.03050436468874747,-0.20162665963069165,-0.2706812220988082,-0.030672344917147334,0.9621802758633018,0.5394777275058722
0.9980114988855648,0.0470565533348789,-0.04193720162850284,0.5141408092457305,-0.04659082133853251,0.9988417964657802,0.012015032251877944,-0.04958287539888903,0.04245401581934233,-0.010037251678343684,0.9990480019095962,0.4998785717015366
