Matrix_1_1,Matrix_1_2,Matrix_1_3,Matrix_1_4,Matrix_2_1,Matrix_2_2,Matrix_2_3,Matrix_2_4,Matrix_3_1,Matrix_3_2,Matrix_3_3,Matrix_3_4
0.9999812296634787,0.005082447901687308,0.003421848045110963,-0.012661929363955791,-0.00506413874639191,0.9999729285182061,-0.005338232804972942,0.01697335722557292,-0.0034488867007322252,0.005320803891277274,0.999979896911171,-0.0009121543424237379
0.9734192693259098,0.03649227157181766,-0.22610448960721755,0.8428860069281257,-0.04172231758456502,0.9989599115203107,-0.018394112936092496,0.0778683701505204,0.2251980779677845,0.02733878729683775,0.973929369301878,0.5299261784311315
0.9212088415140129,0.03248282844493536,-0.3877101187390228,1.449880646708333,-0.0447472053681342,0.9987416615893764,-0.022644668631568173,0.06721666606338587,0.38648668531807445,0.03820941326307437,0.9215031648398931,0.8875332912993947
0.8424526304289324,0.03279277189397456,-0.5377715124426753,1.9999260979107136,-0.05061914587548233,0.9985483782308568,-0.01840756375412953,0.06370236215995544,0.5363872365690755,0.042729035140469246,0.8428896499552923,1.1075806469919183
0.776021632685411,0.02853897858997467,-0.6300602767238305,2.384687544977675,-0.05521080051244574,0.9982146821359816,-0.022786308936204216,0.08510308191925359,0.6282851208735122,0.052468800912563146,0.7762118472554731,1.3278991518643721
0.7297117630888291,0.03319548755086971,-0.6829486089128908,2.5732393510595926,-0.06374457407942079,0.9977735323146597,-0.01961141218168933,0.06683134427647106,0.6807770355154658,0.057844946353047405,0.730203115643988,1.504561632486467
0.660216862057441,0.04138755269483742,-0.7499338407732765,2.815017681752491,-0.07479382939394691,0.9971403647099236,-0.010815551338217329,0.040256079078080806,0.7473416742960446,0.06323103310948278,0.6614244161748888,1.7617800510720052
0.5894358247400311,0.042671090275008663,-0.8066874156498175,3.010953802051252,-0.07423354076090817,0.9972397700536652,-0.0014907881846911615,0.065215239038417,0.8043971593305995,0.06076198711410852,0.5909764724443833,2.0616722333113855
0.5318364321093109,0.04254828612198758,-0.8457775433465468,3.1650754801064434,-0.08192404303884149,0.9966376241949959,-0.0013773928720677148,0.024131756416626425,0.8428751156923594,0.07002206357310141,0.5335339257812535,2.2991586116987413
0.4498001214893255,0.05187828521835787,-0.8916212728681336,3.3654977128604493,-0.09648370075969505,0.9952917053237054,0.009236709454347472,-0.05539270540789434,0.8879024418233694,0.08187224704766032,0.4526877389188548,2.5160361886287577
0.3439466383023212,0.060233966542510335,-0.9370552701282289,3.576913230297272,-0.10166792401283234,0.9944625227623995,0.026606842126878496,-0.10332648594599951,0.9334689835379926,0.08611713009384041,0.34816590395520836,3.050372743407854
0.21523351133813448,0.07926508961332215,-0.9733404240889459,3.747583955638807,-0.12227338248702488,0.9910443448344662,0.053668673421328465,-0.22551878917364376,0.9688775751003008,0.10746232893537855,0.22299796485068119,3.368162123093714
0.12159148013344791,0.08175043451198302,-0.9892079550913748,3.8240308661430387,-0.15744417700342014,0.9855735638468642,0.062097354000850355,-0.32252938201932696,0.9800136953566889,0.14819452318926363,0.1327084782899486,3.666799369100929
0.057215462392034254,0.08437458082202892,-0.994790088900353,3.8278008319284904,-0.12507605603100655,0.9891776158966612,0.07670478744332573,-0.30258545399479697,0.9904960227436524,0.120035721017138,0.0671494944798663,4.049050955153611
-0.09776699427652648,0.07560964264172701,-0.9923330069939847,3.8350298855909997,-0.13152322933570382,0.98738244363104,0.0881904198555824,-0.37522099094584077,0.9864802354711631,0.13913695392952363,-0.08658898934606016,4.5776976872677
-0.27037211610391737,0.05946951905850087,-0.9609174236824102,3.7390217902420226,-0.13286669805534315,0.9862351455891502,0.09842092334772587,-0.3908191342930186,0.9535435802213553,0.15428419850295513,-0.2587489646567511,5.336082463234097
