,x,y,z,r,g,b,inlinear_idx
0,-0.6874725833091774,0.7005771702545381,3.54840886692861,63.0,79.0,113.0,6.0
1,0.20034547946466652,0.39553460757151493,3.4441299630715143,148.0,158.0,150.0,8.0
2,0.07451002190576576,0.13913668588092135,3.45258199571987,103.0,124.0,117.0,11.0
3,0.2994436149150382,-0.18823699694856277,3.380170219311193,82.0,60.0,37.0,12.0
4,-0.13219286301625346,0.07413263112063255,3.470450758229331,146.0,151.0,144.0,13.0
5,-0.14255544229161335,0.8443319513006711,3.448731119245788,156.0,157.0,117.0,14.0
6,0.06744178596748929,0.1297760745511029,3.447969826359496,39.0,36.0,27.0,15.0
7,0.04816454598611991,0.12127856865050436,3.442139181810828,33.0,31.0,34.0,18.0
8,-0.025313259459030724,-0.1151033975613044,3.4328890087109323,171.0,141.0,113.0,20.0
9,0.04816454598611991,0.12127856865050436,3.442139181810828,33.0,31.0,34.0,22.0
10,-0.5842353952208282,0.7977570239962503,3.4562082715564313,198.0,191.0,163.0,23.0
11,-0.5742325746036174,0.8549329452442483,3.4354394760551767,39.0,38.0,54.0,24.0
12,-0.12123756863557067,0.844128647149292,3.4475846559613195,144.0,143.0,112.0,26.0
13,-0.0073243863784371675,0.6783475823475006,3.727143396452879,49.0,49.0,47.0,27.0
14,-0.5842353952208282,0.7977570239962503,3.4562082715564313,198.0,191.0,163.0,28.0
15,-0.08253508848576786,0.1655400542890316,3.4814665690675524,47.0,48.0,42.0,29.0
16,-0.06991425132495538,0.12191126944505291,3.4525141607013787,131.0,145.0,145.0,30.0
17,-0.6874725833091774,0.7005771702545381,3.54840886692861,63.0,79.0,113.0,31.0
18,0.029417458837380683,0.035906138291480885,3.4184445091574798,126.0,113.0,96.0,32.0
19,-0.14255544229161335,0.8443319513006711,3.448731119245788,156.0,157.0,117.0,34.0
20,-0.7102011205743486,0.5369197182389187,3.630425500779992,53.0,57.0,92.0,37.0
21,-0.17348987789692355,0.8447932459508095,3.4517660437674214,151.0,152.0,120.0,40.0
22,-0.7368118331679796,0.7546137196150556,3.591738719105862,39.0,39.0,29.0,43.0
